########################
logging outputs to  /home/elliottp/Documents/DS/hw1/ds6559/scripts/../../data/q1_bc_ant_Hopper-v4_25-09-2023_10-18-22
########################
GPU not detected. Defaulting to CPU.
Ep len: 1000
Loading expert policy from... ds6559/policies/experts/Hopper.pkl
obs (1, 11) (1, 11)
Done restoring expert policy...


********** Iteration 0 ************
loading from expert 

Training agent using sampled data from replay buffer...
Batch Loss: 0.25543269515037537
Batch Loss: 0.22031259536743164
Batch Loss: 0.20928655564785004
Batch Loss: 0.21315094828605652
Batch Loss: 0.2431514412164688
Batch Loss: 0.19263513386249542
Batch Loss: 0.2010846585035324
Batch Loss: 0.19801700115203857
Batch Loss: 0.21078084409236908
Batch Loss: 0.21478401124477386
Batch Loss: 0.23984941840171814
Batch Loss: 0.20281584560871124
Batch Loss: 0.20609086751937866
Batch Loss: 0.2455308586359024
Batch Loss: 0.2547451853752136
Batch Loss: 0.21935422718524933
Batch Loss: 0.20778129994869232
Batch Loss: 0.23172037303447723
Batch Loss: 0.2199329137802124
Batch Loss: 0.20912455022335052
Batch Loss: 0.23444946110248566
Batch Loss: 0.18995541334152222
Batch Loss: 0.17349481582641602
Batch Loss: 0.1963270753622055
Batch Loss: 0.19647353887557983
Batch Loss: 0.18699109554290771
Batch Loss: 0.20094594359397888
Batch Loss: 0.18514801561832428
Batch Loss: 0.2262553870677948
Batch Loss: 0.20931628346443176
Batch Loss: 0.20396487414836884
Batch Loss: 0.19544005393981934
Batch Loss: 0.20509091019630432
Batch Loss: 0.2023567408323288
Batch Loss: 0.18436256051063538
Batch Loss: 0.1808498203754425
Batch Loss: 0.1715741604566574
Batch Loss: 0.17142996191978455
Batch Loss: 0.18084628880023956
Batch Loss: 0.18355464935302734
Batch Loss: 0.1827966570854187
Batch Loss: 0.1930042803287506
Batch Loss: 0.17389319837093353
Batch Loss: 0.18159577250480652
Batch Loss: 0.1742958277463913
Batch Loss: 0.1891300082206726
Batch Loss: 0.1812971532344818
Batch Loss: 0.18323026597499847
Batch Loss: 0.18894553184509277
Batch Loss: 0.1923399269580841
Batch Loss: 0.21565350890159607
Batch Loss: 0.15694604814052582
Batch Loss: 0.2103402018547058
Batch Loss: 0.18406857550144196
Batch Loss: 0.18252693116664886
Batch Loss: 0.18508388102054596
Batch Loss: 0.19328521192073822
Batch Loss: 0.19363857805728912
Batch Loss: 0.15991255640983582
Batch Loss: 0.187432661652565
Batch Loss: 0.1714797019958496
Batch Loss: 0.17600657045841217
Batch Loss: 0.16579020023345947
Batch Loss: 0.19265370070934296
Batch Loss: 0.1735428124666214
Batch Loss: 0.18358772993087769
Batch Loss: 0.1695704162120819
Batch Loss: 0.1594417542219162
Batch Loss: 0.18713851273059845
Batch Loss: 0.17467883229255676
Batch Loss: 0.18035539984703064
Batch Loss: 0.16120697557926178
Batch Loss: 0.18812935054302216
Batch Loss: 0.15467773377895355
Batch Loss: 0.14544522762298584
Batch Loss: 0.17038731276988983
Batch Loss: 0.14315582811832428
Batch Loss: 0.17744103074073792
Batch Loss: 0.15614433586597443
Batch Loss: 0.15476097166538239
Batch Loss: 0.17778241634368896
Batch Loss: 0.17673763632774353
Batch Loss: 0.15656563639640808
Batch Loss: 0.14603272080421448
Batch Loss: 0.17906256020069122
Batch Loss: 0.15441787242889404
Batch Loss: 0.16004042327404022
Batch Loss: 0.138965904712677
Batch Loss: 0.17554976046085358
Batch Loss: 0.16572466492652893
Batch Loss: 0.15923549234867096
Batch Loss: 0.1645795702934265
Batch Loss: 0.1486792266368866
Batch Loss: 0.16097013652324677
Batch Loss: 0.15726228058338165
Batch Loss: 0.15509887039661407
Batch Loss: 0.15813930332660675
Batch Loss: 0.13858622312545776
Batch Loss: 0.1618097722530365
Batch Loss: 0.15505169332027435
Batch Loss: 0.13709817826747894
Batch Loss: 0.13128596544265747
Batch Loss: 0.15534807741641998
Batch Loss: 0.12747599184513092
Batch Loss: 0.1313895583152771
Batch Loss: 0.19242264330387115
Batch Loss: 0.14460426568984985
Batch Loss: 0.13347387313842773
Batch Loss: 0.17397019267082214
Batch Loss: 0.18169718980789185
Batch Loss: 0.12139949947595596
Batch Loss: 0.1261591911315918
Batch Loss: 0.12878093123435974
Batch Loss: 0.14081889390945435
Batch Loss: 0.1471279114484787
Batch Loss: 0.12467312067747116
Batch Loss: 0.14119555056095123
Batch Loss: 0.14104697108268738
Batch Loss: 0.1540987342596054
Batch Loss: 0.14378604292869568
Batch Loss: 0.14894859492778778
Batch Loss: 0.11826009303331375
Batch Loss: 0.13289271295070648
Batch Loss: 0.1320790797472
Batch Loss: 0.1494535207748413
Batch Loss: 0.13505931198596954
Batch Loss: 0.12081954628229141
Batch Loss: 0.14258714020252228
Batch Loss: 0.1336231678724289
Batch Loss: 0.14789238572120667
Batch Loss: 0.13044677674770355
Batch Loss: 0.1426844447851181
Batch Loss: 0.14538584649562836
Batch Loss: 0.15169888734817505
Batch Loss: 0.13418444991111755
Batch Loss: 0.1413622945547104
Batch Loss: 0.13091030716896057
Batch Loss: 0.12708443403244019
Batch Loss: 0.1356961876153946
Batch Loss: 0.13370144367218018
Batch Loss: 0.1279698759317398
Batch Loss: 0.14902104437351227
Batch Loss: 0.13627171516418457
Batch Loss: 0.1363491266965866
Batch Loss: 0.1381637305021286
Batch Loss: 0.13673947751522064
Batch Loss: 0.13446788489818573
Batch Loss: 0.11354759335517883
Batch Loss: 0.11874476075172424
Batch Loss: 0.1371382474899292
Batch Loss: 0.126842200756073
Batch Loss: 0.14627380669116974
Batch Loss: 0.12623809278011322
Batch Loss: 0.13512277603149414
Batch Loss: 0.13495264947414398
Batch Loss: 0.13429060578346252
Batch Loss: 0.16634251177310944
Batch Loss: 0.11120902001857758
Batch Loss: 0.13381919264793396
Batch Loss: 0.13951325416564941
Batch Loss: 0.1178876981139183
Batch Loss: 0.13774223625659943
Batch Loss: 0.11672437191009521
Batch Loss: 0.11643309146165848
Batch Loss: 0.11890310794115067
Batch Loss: 0.12911681830883026
Batch Loss: 0.10349874198436737
Batch Loss: 0.12574131786823273
Batch Loss: 0.13500018417835236
Batch Loss: 0.1106247678399086
Batch Loss: 0.1365831047296524
Batch Loss: 0.12422633171081543
Batch Loss: 0.11158338934183121
Batch Loss: 0.1156424731016159
Batch Loss: 0.11504709720611572
Batch Loss: 0.10798299312591553
Batch Loss: 0.12085018306970596
Batch Loss: 0.11585487425327301
Batch Loss: 0.10935157537460327
Batch Loss: 0.11477857083082199
Batch Loss: 0.12066558748483658
Batch Loss: 0.09929777681827545
Batch Loss: 0.11640854924917221
Batch Loss: 0.12946516275405884
Batch Loss: 0.12987639009952545
Batch Loss: 0.1204383447766304
Batch Loss: 0.12376891821622849
Batch Loss: 0.11178281158208847
Batch Loss: 0.12325999140739441
Batch Loss: 0.11162473261356354
Batch Loss: 0.1184174120426178
Batch Loss: 0.10063820332288742
Batch Loss: 0.09631316363811493
Batch Loss: 0.11523444205522537
Batch Loss: 0.10980959236621857
Batch Loss: 0.10420583933591843
Batch Loss: 0.10709093511104584
Batch Loss: 0.11854322999715805
Batch Loss: 0.09572208672761917
Batch Loss: 0.109107606112957
Batch Loss: 0.11678098142147064
Batch Loss: 0.10597248375415802
Batch Loss: 0.11533485352993011
Batch Loss: 0.10899516940116882
Batch Loss: 0.10176670551300049
Batch Loss: 0.0979376956820488
Batch Loss: 0.11193156987428665
Batch Loss: 0.10648288577795029
Batch Loss: 0.09993433952331543
Batch Loss: 0.12102857977151871
Batch Loss: 0.11212477087974548
Batch Loss: 0.11059246212244034
Batch Loss: 0.11736859381198883
Batch Loss: 0.11635036766529083
Batch Loss: 0.09798767417669296
Batch Loss: 0.09679829329252243
Batch Loss: 0.11097972840070724
Batch Loss: 0.12208949774503708
Batch Loss: 0.10667793452739716
Batch Loss: 0.11022625118494034
Batch Loss: 0.10329704731702805
Batch Loss: 0.09824224561452866
Batch Loss: 0.1017100140452385
Batch Loss: 0.11703432351350784
Batch Loss: 0.10382896661758423
Batch Loss: 0.11168278753757477
Batch Loss: 0.10710740089416504
Batch Loss: 0.11747419089078903
Batch Loss: 0.08719716966152191
Batch Loss: 0.11679372191429138
Batch Loss: 0.10958556830883026
Batch Loss: 0.09744370728731155
Batch Loss: 0.09819653630256653
Batch Loss: 0.1160004585981369
Batch Loss: 0.09207545965909958
Batch Loss: 0.1105998232960701
Batch Loss: 0.0818001925945282
Batch Loss: 0.11404071748256683
Batch Loss: 0.09229472279548645
Batch Loss: 0.10443282127380371
Batch Loss: 0.10793077945709229
Batch Loss: 0.08638784289360046
Batch Loss: 0.07619538903236389
Batch Loss: 0.09832001477479935
Batch Loss: 0.09832623600959778
Batch Loss: 0.07936662435531616
Batch Loss: 0.09667589515447617
Batch Loss: 0.09387475997209549
Batch Loss: 0.09494158625602722
Batch Loss: 0.08823076635599136
Batch Loss: 0.09496087580919266
Batch Loss: 0.1066533550620079
Batch Loss: 0.09701427072286606
Batch Loss: 0.09857600182294846
Batch Loss: 0.10029274970293045
Batch Loss: 0.09039445966482162
Batch Loss: 0.09377316385507584
Batch Loss: 0.09013278782367706
Batch Loss: 0.09169896692037582
Batch Loss: 0.10108472406864166
Batch Loss: 0.10022791475057602
Batch Loss: 0.08916635811328888
Batch Loss: 0.0936119556427002
Batch Loss: 0.09868954122066498
Batch Loss: 0.09917226433753967
Batch Loss: 0.08899959921836853
Batch Loss: 0.10121739655733109
Batch Loss: 0.09521516412496567
Batch Loss: 0.08925077319145203
Batch Loss: 0.08265499770641327
Batch Loss: 0.09424085915088654
Batch Loss: 0.09901166707277298
Batch Loss: 0.08820819854736328
Batch Loss: 0.09092579036951065
Batch Loss: 0.08907871693372726
Batch Loss: 0.07891841977834702
Batch Loss: 0.08706166595220566
Batch Loss: 0.07702630758285522
Batch Loss: 0.09858543425798416
Batch Loss: 0.08816798776388168
Batch Loss: 0.08782666176557541
Batch Loss: 0.10094691812992096
Batch Loss: 0.09238572418689728
Batch Loss: 0.07876951992511749
Batch Loss: 0.09020458906888962
Batch Loss: 0.09993812441825867
Batch Loss: 0.09014051407575607
Batch Loss: 0.07732924073934555
Batch Loss: 0.0745108425617218
Batch Loss: 0.08260346949100494
Batch Loss: 0.08680398017168045
Batch Loss: 0.0837000384926796
Batch Loss: 0.06970178335905075
Batch Loss: 0.09333942085504532
Batch Loss: 0.09143974632024765
Batch Loss: 0.0928235873579979
Batch Loss: 0.06694258749485016
Batch Loss: 0.0925452709197998
Batch Loss: 0.09825471043586731
Batch Loss: 0.0845484510064125
Batch Loss: 0.09465759992599487
Batch Loss: 0.0936678946018219
Batch Loss: 0.09086804836988449
Batch Loss: 0.08352794498205185
Batch Loss: 0.07837966829538345
Batch Loss: 0.08033297210931778
Batch Loss: 0.08208131045103073
Batch Loss: 0.08507858216762543
Batch Loss: 0.08580398559570312
Batch Loss: 0.09105787426233292
Batch Loss: 0.08893413841724396
Batch Loss: 0.09063373506069183
Batch Loss: 0.06825534999370575
Batch Loss: 0.08432455360889435
Batch Loss: 0.07653966546058655
Batch Loss: 0.08298119902610779
Batch Loss: 0.09414622187614441
Batch Loss: 0.07934699207544327
Batch Loss: 0.07128827273845673
Batch Loss: 0.07842819392681122
Batch Loss: 0.06291734427213669
Batch Loss: 0.07241343706846237
Batch Loss: 0.07594138383865356
Batch Loss: 0.058986369520425797
Batch Loss: 0.07849793881177902
Batch Loss: 0.07494273781776428
Batch Loss: 0.08227178454399109
Batch Loss: 0.06995285302400589
Batch Loss: 0.07756970077753067
Batch Loss: 0.08294665068387985
Batch Loss: 0.08023498207330704
Batch Loss: 0.08039998263120651
Batch Loss: 0.0795278325676918
Batch Loss: 0.06933001428842545
Batch Loss: 0.07904913276433945
Batch Loss: 0.06118633970618248
Batch Loss: 0.09455887228250504
Batch Loss: 0.07966546714305878
Batch Loss: 0.06755238771438599
Batch Loss: 0.0748935416340828
Batch Loss: 0.06577720493078232
Batch Loss: 0.08643317222595215
Batch Loss: 0.08082567900419235
Batch Loss: 0.0918223112821579
Batch Loss: 0.08093272894620895
Batch Loss: 0.07476361095905304
Batch Loss: 0.07673915475606918
Batch Loss: 0.0729856938123703
Batch Loss: 0.0761396661400795
Batch Loss: 0.08568800240755081
Batch Loss: 0.06837169080972672
Batch Loss: 0.08227953314781189
Batch Loss: 0.06977290660142899
Batch Loss: 0.07648169249296188
Batch Loss: 0.07112807780504227
Batch Loss: 0.06556374579668045
Batch Loss: 0.0780959352850914
Batch Loss: 0.0731712356209755
Batch Loss: 0.06288756430149078
Batch Loss: 0.06982879340648651
Batch Loss: 0.07691129297018051
Batch Loss: 0.06974565237760544
Batch Loss: 0.08963394165039062
Batch Loss: 0.08870017528533936
Batch Loss: 0.0716308206319809
Batch Loss: 0.0775948092341423
Batch Loss: 0.07533090561628342
Batch Loss: 0.08391232788562775
Batch Loss: 0.06607111543416977
Batch Loss: 0.06502632051706314
Batch Loss: 0.0775187611579895
Batch Loss: 0.06738170236349106
Batch Loss: 0.07031862437725067
Batch Loss: 0.06250066310167313
Batch Loss: 0.06987760215997696
Batch Loss: 0.06902860105037689
Batch Loss: 0.06932735443115234
Batch Loss: 0.07695949822664261
Batch Loss: 0.07221107184886932
Batch Loss: 0.06071486696600914
Batch Loss: 0.06256351619958878
Batch Loss: 0.07017570734024048
Batch Loss: 0.074346162378788
Batch Loss: 0.07536420971155167
Batch Loss: 0.07282804697751999
Batch Loss: 0.07499874383211136
Batch Loss: 0.06426050513982773
Batch Loss: 0.06224175915122032
Batch Loss: 0.07271002233028412
Batch Loss: 0.06511162966489792
Batch Loss: 0.07013732939958572
Batch Loss: 0.07280020415782928
Batch Loss: 0.07120196521282196
Batch Loss: 0.07831616699695587
Batch Loss: 0.08132916688919067
Batch Loss: 0.07650195062160492
Batch Loss: 0.06360364705324173
Batch Loss: 0.07525158673524857
Batch Loss: 0.0667436420917511
Batch Loss: 0.06620722264051437
Batch Loss: 0.062104836106300354
Batch Loss: 0.06191924959421158
Batch Loss: 0.07278561592102051
Batch Loss: 0.06563050299882889
Batch Loss: 0.06796112656593323
Batch Loss: 0.0626872256398201
Batch Loss: 0.06386006623506546
Batch Loss: 0.07144403457641602
Batch Loss: 0.056809112429618835
Batch Loss: 0.07401874661445618
Batch Loss: 0.0733848288655281
Batch Loss: 0.06198424473404884
Batch Loss: 0.06800153851509094
Batch Loss: 0.06671179085969925
Batch Loss: 0.061496440321207047
Batch Loss: 0.06669411808252335
Batch Loss: 0.06102278456091881
Batch Loss: 0.061368752270936966
Batch Loss: 0.07153552025556564
Batch Loss: 0.06437110155820847
Batch Loss: 0.05547649413347244
Batch Loss: 0.0635322853922844
Batch Loss: 0.058015212416648865
Batch Loss: 0.0646577849984169
Batch Loss: 0.061544425785541534
Batch Loss: 0.0597098171710968
Batch Loss: 0.06568451225757599
Batch Loss: 0.06314431130886078
Batch Loss: 0.06436128914356232
Batch Loss: 0.05746965482831001
Batch Loss: 0.06704668700695038
Batch Loss: 0.05761757493019104
Batch Loss: 0.05349678546190262
Batch Loss: 0.05927884578704834
Batch Loss: 0.05953631550073624
Batch Loss: 0.06180044636130333
Batch Loss: 0.06068599224090576
Batch Loss: 0.05424332991242409
Batch Loss: 0.057545535266399384
Batch Loss: 0.062031205743551254
Batch Loss: 0.053763363510370255
Batch Loss: 0.062087059020996094
Batch Loss: 0.06475840508937836
Batch Loss: 0.06752517074346542
Batch Loss: 0.07529715448617935
Batch Loss: 0.058285586535930634
Batch Loss: 0.05386099964380264
Batch Loss: 0.06612252444028854
Batch Loss: 0.061242762953042984
Batch Loss: 0.06880208849906921
Batch Loss: 0.05799390748143196
Batch Loss: 0.0698622614145279
Batch Loss: 0.06625840067863464
Batch Loss: 0.05330473184585571
Batch Loss: 0.06211133301258087
Batch Loss: 0.05643361434340477
Batch Loss: 0.058235086500644684
Batch Loss: 0.059553857892751694
Batch Loss: 0.057651251554489136
Batch Loss: 0.06807474046945572
Batch Loss: 0.0642455518245697
Batch Loss: 0.06334900110960007
Batch Loss: 0.05353447049856186
Batch Loss: 0.057878442108631134
Batch Loss: 0.05144783481955528
Batch Loss: 0.05630214512348175
Batch Loss: 0.06139406934380531
Batch Loss: 0.05966639146208763
Batch Loss: 0.051451846957206726
Batch Loss: 0.05478103458881378
Batch Loss: 0.06740717589855194
Batch Loss: 0.05389905348420143
Batch Loss: 0.055587995797395706
Batch Loss: 0.06119402498006821
Batch Loss: 0.0634898915886879
Batch Loss: 0.057126063853502274
Batch Loss: 0.04692155122756958
Batch Loss: 0.04668998345732689
Batch Loss: 0.05071316286921501
Batch Loss: 0.05399564653635025
Batch Loss: 0.04658810794353485
Batch Loss: 0.05992892012000084
Batch Loss: 0.05675005540251732
Batch Loss: 0.058563098311424255
Batch Loss: 0.05130978673696518
Batch Loss: 0.05379824340343475
Batch Loss: 0.05854898318648338
Batch Loss: 0.051325473934412
Batch Loss: 0.05835683271288872
Batch Loss: 0.05321672931313515
Batch Loss: 0.05823935195803642
Batch Loss: 0.05811772495508194
Batch Loss: 0.06098552048206329
Batch Loss: 0.058404628187417984
Batch Loss: 0.0563371516764164
Batch Loss: 0.05620737746357918
Batch Loss: 0.05414328724145889
Batch Loss: 0.057401224970817566
Batch Loss: 0.062173742800951004
Batch Loss: 0.06362791359424591
Batch Loss: 0.05033174902200699
Batch Loss: 0.05364987626671791
Batch Loss: 0.05114283412694931
Batch Loss: 0.05072774738073349
Batch Loss: 0.050886254757642746
Batch Loss: 0.05657608062028885
Batch Loss: 0.04736926406621933
Batch Loss: 0.05746757611632347
Batch Loss: 0.05448722094297409
Batch Loss: 0.04791432246565819
Batch Loss: 0.05653766542673111
Batch Loss: 0.04535667598247528
Batch Loss: 0.05752819776535034
Batch Loss: 0.05136677250266075
Batch Loss: 0.05651332810521126
Batch Loss: 0.0531340129673481
Batch Loss: 0.05205947160720825
Batch Loss: 0.06103119999170303
Batch Loss: 0.059753190726041794
Batch Loss: 0.05092450976371765
Batch Loss: 0.05594313144683838
Batch Loss: 0.05603635311126709
Batch Loss: 0.05516700819134712
Batch Loss: 0.04881442338228226
Batch Loss: 0.05676167085766792
Batch Loss: 0.05561259761452675
Batch Loss: 0.05315939709544182
Batch Loss: 0.04637938737869263
Batch Loss: 0.050994306802749634
Batch Loss: 0.05043622478842735
Batch Loss: 0.051011551171541214
Batch Loss: 0.05409856140613556
Batch Loss: 0.06053842604160309
Batch Loss: 0.045084960758686066
Batch Loss: 0.05358044430613518
Batch Loss: 0.05366944149136543
Batch Loss: 0.05136924609541893
Batch Loss: 0.053212106227874756
Batch Loss: 0.047854531556367874
Batch Loss: 0.06290261447429657
Batch Loss: 0.052113283425569534
Batch Loss: 0.05235390365123749
Batch Loss: 0.0522143729031086
Batch Loss: 0.06162269413471222
Batch Loss: 0.05210306867957115
Batch Loss: 0.048914890736341476
Batch Loss: 0.05337820202112198
Batch Loss: 0.05889131501317024
Batch Loss: 0.051370296627283096
Batch Loss: 0.04873748868703842
Batch Loss: 0.05095180496573448
Batch Loss: 0.048951491713523865
Batch Loss: 0.05330822616815567
Batch Loss: 0.044717177748680115
Batch Loss: 0.051474206149578094
Batch Loss: 0.053321175277233124
Batch Loss: 0.04621511697769165
Batch Loss: 0.04102660343050957
Batch Loss: 0.05019158124923706
Batch Loss: 0.04818427935242653
Batch Loss: 0.05299150198698044
Batch Loss: 0.04654465243220329
Batch Loss: 0.05039473995566368
Batch Loss: 0.05067363753914833
Batch Loss: 0.05504273623228073
Batch Loss: 0.044694866985082626
Batch Loss: 0.04985550045967102
Batch Loss: 0.049145717173814774
Batch Loss: 0.04971982166171074
Batch Loss: 0.05448797345161438
Batch Loss: 0.06209971755743027
Batch Loss: 0.04897548630833626
